0 ['98', '118', '9', '157', '207', '187', '196', '205', '12', '48', '62', '50', '5', '32', '52', '184', '14', '148', '79', '61', '76', '65', '172', '117', '95', '136', '6', '163', '195', '220', '107', '189', '132', '202', '16', '219', '58', '2', '155', '7', '143', '35', '49', '25', '81', '66', '214', '147', '171', '91']
2042 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '168', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '176', '74', '103', '151', '189', '91', '54', '232', '58', '4', '177', '154', '220', '223', '230', '71', '51', '233', '118', '31', '111', '143', '90', '37', '99', '124', '228', '1', '214']
2043 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '168', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '176', '74', '103', '151', '189', '91', '54', '232', '58', '4', '177', '154', '220', '223', '230', '71', '51', '233', '118', '31', '111', '143', '90', '37', '99', '124', '228', '1', '214']
2044 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '168', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '176', '74', '103', '151', '189', '91', '54', '232', '58', '4', '177', '154', '220', '223', '230', '71', '51', '233', '118', '31', '111', '143', '90', '37', '99', '124', '228', '1', '214']
2045 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '168', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '176', '74', '103', '151', '189', '91', '54', '232', '58', '4', '177', '154', '220', '223', '230', '71', '51', '233', '118', '31', '111', '143', '90', '37', '99', '124', '228', '1', '214']
2046 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '168', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '176', '74', '103', '151', '189', '91', '54', '232', '58', '4', '177', '154', '220', '223', '230', '71', '51', '233', '118', '31', '111', '143', '90', '37', '99', '124', '228', '1', '214']
2047 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '168', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '176', '74', '103', '151', '189', '91', '54', '232', '58', '4', '177', '154', '220', '223', '230', '71', '51', '233', '118', '31', '111', '143', '90', '37', '99', '124', '228', '1', '214']
2058 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2059 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2060 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2061 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2062 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2063 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2064 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2065 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2066 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2067 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '141', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '230', '71', '118', '31', '111', '143', '90', '37', '99', '124', '1', '58', '168', '228', '176', '74', '110', '51', '56']
2078 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '99', '124', '1', '58', '228', '176', '74', '51', '111', '44', '118', '230', '141', '168', '188']
2079 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '99', '124', '1', '58', '228', '176', '74', '51', '111', '44', '118', '230', '141', '168', '188']
2080 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '82', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '99', '124', '1', '58', '228', '176', '74', '51', '111', '44', '118', '230', '141', '168', '188']
2081 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '99', '124', '1', '58', '228', '176', '74', '51', '111', '44', '118', '230', '141', '168', '82', '157']
2082 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '99', '124', '1', '58', '228', '176', '74', '51', '111', '44', '118', '230', '141', '168', '82', '157']
2083 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '61', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '99', '124', '1', '58', '228', '176', '74', '51', '111', '44', '118', '230', '141', '168', '82', '157']
2084 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '44', '118', '230', '141', '168', '82', '157', '61', '162']
2085 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2086 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2087 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2088 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2089 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2090 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2091 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2092 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2093 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2094 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2095 ['55', '198', '191', '86', '184', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '31', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '168', '82', '157', '61', '162', '163']
2106 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2107 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2108 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2109 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2110 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2111 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2112 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2113 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2114 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2115 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '135', '48', '30', '15', '103', '151', '189', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '111', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '56']
2126 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2127 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2128 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2129 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2130 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2131 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2132 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2133 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2134 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2135 ['55', '198', '191', '86', '144', '136', '83', '129', '96', '24', '28', '216', '48', '30', '15', '151', '91', '54', '232', '4', '177', '154', '220', '223', '71', '143', '90', '37', '124', '1', '58', '228', '176', '74', '51', '118', '230', '141', '82', '157', '61', '162', '163', '184', '168', '66', '103', '189', '135', '203']
2146 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '228', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '77']
2147 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '228', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '77']
2148 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '228', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '77']
2149 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '228', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '77']
2150 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '228', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '77']
2151 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '156']
2152 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '156']
2153 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '156']
2154 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '156']
2155 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '156']
2156 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '156']
2157 ['55', '198', '86', '144', '136', '83', '129', '24', '28', '216', '48', '30', '15', '151', '91', '54', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '156']
2158 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2159 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2160 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2161 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2162 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2163 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2164 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2165 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2166 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2167 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2168 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '220', '223', '71', '143', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '66', '103', '189', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232']
2179 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2180 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2181 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2182 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2183 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2184 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2185 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2186 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2187 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2188 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '225', '143', '66']
2199 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '140']
2200 ['55', '198', '86', '144', '136', '83', '129', '28', '216', '48', '30', '15', '151', '91', '4', '177', '71', '37', '124', '1', '58', '176', '51', '118', '230', '141', '82', '157', '162', '184', '103', '135', '203', '61', '191', '168', '74', '154', '213', '96', '90', '228', '54', '24', '232', '189', '223', '143', '66', '140']
